code,error_reason
sz.399934,close_price 低于 ma10
sz.399935,close_price 低于 ma10
sz.399959,close_price 低于 ma10
sz.399965,close_price 低于 ma10
sz.399966,close_price 低于 ma10
sz.399967,close_price 低于 ma10
sz.399972,ma10 低于 ma20
sz.399974,close_price 低于 ma10
sz.399982,close_price 低于 ma10
sz.399990,close_price 低于 ma10
sz.399993,ma10 低于 ma20
sz.399994,ma10 低于 ma20
sz.399996,ma10 低于 ma20
sz.399997,close_price 低于 ma10
sz.159593,ma10 低于 ma20
sz.159652,close_price 低于 ma10
sz.159763,close_price 低于 ma10
sz.002154,close_price 低于 ma10
sz.301055,close_price 低于 ma10
sh.511670,close_price 低于 ma10
sh.511920,close_price 低于 ma10
sh.511930,close_price 低于 ma10
sh.511970,close_price 低于 ma10
sz.159761,close_price 低于 ma10
sh.517350,ma10 低于 ma20
sz.159639,turnover_amount 低于阈值 20000000
sz.159529,close_price 低于 ma10
sh.562890,ma10 低于 ma20
sz.159931,close_price 低于 ma10
sh.563930,close_price 低于 ma10
sh.688092,close_price 低于 ma10
sh.511010,close_price 低于 ma10
sh.603049,close_price 低于 ma10
sh.512030,close_price 低于 ma10
sh.511770,close_price 低于 ma10
sh.512600,ma10 低于 ma20
sh.513650,close_price 低于 ma10
sh.515710,close_price 低于 ma10
sh.516250,turnover_amount 低于阈值 20000000
sh.516320,turnover_amount 低于阈值 20000000
sh.516900,close_price 低于 ma10
sh.530380,close_price 低于 ma10
sh.562340,close_price 低于 ma10
sz.159596,ma10 低于 ma20
sh.560350,ma10 低于 ma20
sh.511800,close_price 低于 ma10
sh.511820,close_price 低于 ma10
sh.511900,close_price 低于 ma10
sz.159003,ma10 低于 ma20
sh.515210,close_price 低于 ma10
sh.511650,ma10 低于 ma20
sh.511830,ma10 低于 ma20
sh.511950,close_price 低于 ma10
sh.511990,close_price 低于 ma10
sz.159253,ma10 低于 ma20
sh.513850,close_price 低于 ma10
sh.511520,close_price 低于 ma10
sh.511810,close_price 低于 ma10
sz.000659,close_price 低于 ma10
sh.511260,close_price 低于 ma10
sh.601616,close_price 低于 ma10
sh.511910,close_price 低于 ma10
sh.560300,turnover_amount 低于阈值 20000000
sh.562990,turnover_amount 低于阈值 20000000
sh.563080,ma10 低于 ma20
sh.511020,close_price 低于 ma10
sh.688615,close_price 低于 ma10
sh.515950,ma10 低于 ma20
sh.600287,ma10 低于 ma20
sz.001314,close_price 低于 ma10
sh.510290,close_price 低于 ma10
sh.511620,close_price 低于 ma10
sh.511700,close_price 低于 ma10
sh.511850,close_price 低于 ma10
sh.511860,ma10 低于 ma20
sh.511960,close_price 低于 ma10
sz.159902,turnover_amount 低于阈值 20000000
sz.159001,ma10 低于 ma20
sh.688543,close_price 低于 ma10
sh.562380,turnover_amount 低于阈值 20000000
sz.159768,close_price 低于 ma10
sh.563570,close_price 低于 ma10
sz.159670,close_price 低于 ma10
sh.510230,close_price 低于 ma10
sh.688553,close_price 低于 ma10
sz.300547,close_price 低于 ma10
sh.511600,close_price 低于 ma10
sh.600150,close_price 低于 ma10
sz.159928,ma10 低于 ma20
sh.600613,ma10 低于 ma20
sh.603676,ma10 低于 ma20
sh.561190,turnover_amount 低于阈值 20000000
sz.159708,close_price 低于 ma10
sh.511690,close_price 低于 ma10
sz.159591,ma10 低于 ma20
sz.159005,ma10 低于 ma20
sz.159707,close_price 低于 ma10
sz.159862,close_price 低于 ma10
sh.560820,ma10 低于 ma20
sh.688671,ma10 低于 ma20
sz.159329,ma10 低于 ma20
sh.515650,close_price 低于 ma10
sz.159965,ma10 低于 ma20
sh.688591,close_price 低于 ma10
sh.511980,ma10 低于 ma20
sz.002775,ma10 低于 ma20
sz.001229,ma10 低于 ma20
sh.515550,close_price 低于 ma10
sh.517950,ma10 低于 ma20
sz.159723,ma10 低于 ma20
sz.159689,ma10 低于 ma20
sz.159610,turnover_amount 低于阈值 20000000
sh.605398,close_price 低于 ma10
sh.511660,close_price 低于 ma10
sh.603162,ma10 低于 ma20
sz.159929,ma10 低于 ma20
sz.159219,ma10 低于 ma20
sh.513400,close_price 低于 ma10
sh.515960,ma10 低于 ma20
sz.159933,close_price 低于 ma10
sz.159609,turnover_amount 低于阈值 20000000
sh.511100,close_price 低于 ma10
sz.159390,ma10 低于 ma20
sz.159843,close_price 低于 ma10
sh.563010,turnover_amount 低于阈值 20000000
sz.159966,ma10 低于 ma20
sh.510850,close_price 低于 ma10
sz.159881,close_price 低于 ma10
sh.560220,turnover_amount 低于阈值 20000000
sh.605319,ma10 低于 ma20
sh.515580,turnover_amount 低于阈值 20000000
sz.159726,close_price 低于 ma10
sz.159976,ma10 低于 ma20
sz.159543,close_price 低于 ma10
sh.510270,close_price 低于 ma10
sh.510630,close_price 低于 ma10
sh.515730,close_price 低于 ma10
sz.300521,ma10 低于 ma20
sh.562320,close_price 低于 ma10
sz.159996,close_price 低于 ma10
sz.300980,close_price 低于 ma10
sh.510590,close_price 低于 ma10
sz.300172,close_price 低于 ma10
sh.560060,turnover_amount 低于阈值 20000000
sz.159517,close_price 低于 ma10
sh.560330,close_price 低于 ma10
sh.688426,close_price 低于 ma10
sh.600906,ma10 低于 ma20
sh.560500,close_price 低于 ma10
sz.159672,ma10 低于 ma20
sz.159577,close_price 低于 ma10
sz.001285,close_price 低于 ma10
sh.515530,close_price 低于 ma10
sh.601061,close_price 低于 ma10
sh.603869,ma10 低于 ma20
sz.159770,close_price 低于 ma10
sz.000995,ma10 低于 ma20
sh.688005,ma10 低于 ma20
sz.159880,close_price 低于 ma10
sh.561780,turnover_amount 低于阈值 20000000
sz.301267,ma10 低于 ma20
sz.002191,ma10 低于 ma20
sz.159621,ma10 低于 ma20
sh.516500,ma10 低于 ma20
sh.561120,close_price 低于 ma10
sh.516850,turnover_amount 低于阈值 20000000
sh.561130,ma10 低于 ma20
sh.563960,ma10 低于 ma20
sz.159758,ma10 低于 ma20
sh.589550,close_price 低于 ma10
sz.159249,close_price 低于 ma10
sz.159887,ma10 低于 ma20
sz.159117,close_price 低于 ma10
sh.510810,close_price 低于 ma10
sz.159337,close_price 低于 ma10
sz.159798,close_price 低于 ma10
sz.159913,close_price 低于 ma10
sh.530530,turnover_amount 低于阈值 20000000
sh.513500,close_price 低于 ma10
sh.560880,close_price 低于 ma10
sh.562060,close_price 低于 ma10
sz.300922,close_price 低于 ma10
sz.159523,close_price 低于 ma10
sh.513920,close_price 低于 ma10
sh.600757,ma10 低于 ma20
sh.510570,close_price 低于 ma10
sh.560050,ma10 低于 ma20
sh.516210,ma10 低于 ma20
sh.561280,turnover_amount 低于阈值 20000000
sh.561750,ma10 低于 ma20
sh.561990,close_price 低于 ma10
sz.159912,turnover_amount 低于阈值 20000000
sz.159123,turnover_amount 低于阈值 20000000
sz.301522,close_price 低于 ma10
sz.000610,ma10 低于 ma20
sh.600237,close_price 低于 ma10
sh.603117,close_price 低于 ma10
sh.516930,ma10 低于 ma20
sz.002293,close_price 低于 ma10
sh.516580,turnover_amount 低于阈值 20000000
sh.520830,ma10 低于 ma20
sh.510950,close_price 低于 ma10
sh.512370,close_price 低于 ma10
sz.159736,close_price 低于 ma10
sz.159886,turnover_amount 低于阈值 20000000
sh.603059,ma10 低于 ma20
sh.510560,close_price 低于 ma10
sh.563200,turnover_amount 低于阈值 20000000
sz.159339,close_price 低于 ma10
sh.512010,ma10 低于 ma20
sz.159938,ma10 低于 ma20
sz.159959,turnover_amount 低于阈值 20000000
sz.159982,close_price 低于 ma10
sz.159905,close_price 低于 ma10
sh.512290,ma10 低于 ma20
sh.560990,ma10 低于 ma20
sz.159391,close_price 低于 ma10
sh.516820,ma10 低于 ma20
sh.588070,turnover_amount 低于阈值 20000000
sh.512150,ma10 低于 ma20
sh.512820,ma10 低于 ma20
sh.588860,ma10 低于 ma20
sh.512500,close_price 低于 ma10
sh.511090,close_price 低于 ma10
sz.159145,close_price 低于 ma10
sz.159260,close_price 低于 ma10
sh.512510,close_price 低于 ma10
sz.159909,turnover_amount 低于阈值 20000000
sz.159203,close_price 低于 ma10
sz.159556,turnover_amount 低于阈值 20000000
sh.688592,close_price 低于 ma10
sz.300388,close_price 低于 ma10
sh.562600,ma10 低于 ma20
sh.688785,ma10 低于 ma20
sh.000032,close_price 低于 ma10
sh.510100,close_price 低于 ma10
sz.159863,turnover_amount 低于阈值 20000000
sh.600612,ma10 低于 ma20
sz.159855,close_price 低于 ma10
sh.000021,close_price 低于 ma10
sh.510150,close_price 低于 ma10
sz.159859,ma10 低于 ma20
sh.603086,ma10 低于 ma20
sh.520770,ma10 低于 ma20
sh.588130,ma10 低于 ma20
sz.159306,close_price 低于 ma10
sz.159511,turnover_amount 低于阈值 20000000
sz.159628,close_price 低于 ma10
sh.516720,close_price 低于 ma10
sh.561370,turnover_amount 低于阈值 20000000
sz.000937,close_price 低于 ma10
sz.159582,close_price 低于 ma10
sh.513100,close_price 低于 ma10
sz.159842,close_price 低于 ma10
sh.510190,close_price 低于 ma10
sh.588250,ma10 低于 ma20
sz.159103,close_price 低于 ma10
sz.159820,close_price 低于 ma10
sh.603100,close_price 低于 ma10
sz.000550,ma10 低于 ma20
sh.515020,ma10 低于 ma20
sz.159839,ma10 低于 ma20
sz.159883,ma10 低于 ma20
sz.002513,ma10 低于 ma20
sh.511130,close_price 低于 ma10
sz.159838,ma10 低于 ma20
sz.159848,close_price 低于 ma10
sh.688486,close_price 低于 ma10
sh.515770,turnover_amount 低于阈值 20000000
sz.159500,close_price 低于 ma10
sz.159565,close_price 低于 ma10
sz.159151,ma10 低于 ma20
sh.512570,close_price 低于 ma10
sh.560900,ma10 低于 ma20
sh.561500,turnover_amount 低于阈值 20000000
sz.159290,turnover_amount 低于阈值 20000000
sz.159847,close_price 低于 ma10
sh.561230,ma10 低于 ma20
sh.600379,close_price 低于 ma10
sh.515750,ma10 低于 ma20
sh.589120,ma10 低于 ma20
sh.510030,close_price 低于 ma10
sz.159767,turnover_amount 低于阈值 20000000
sh.511180,close_price 低于 ma10
sh.516790,ma10 低于 ma20
sh.563750,close_price 低于 ma10
sz.159505,turnover_amount 低于阈值 20000000
sz.159640,turnover_amount 低于阈值 20000000
sz.159873,ma10 低于 ma20
sz.159973,ma10 低于 ma20
sh.560690,turnover_amount 低于阈值 20000000
sz.159617,close_price 低于 ma10
sz.159922,close_price 低于 ma10
sz.159939,close_price 低于 ma10
sh.515190,close_price 低于 ma10
sh.510310,close_price 低于 ma10
sz.159149,ma10 低于 ma20
sz.000581,close_price 低于 ma10
sh.512550,ma10 低于 ma20
sh.589180,close_price 低于 ma10
sh.516600,ma10 低于 ma20
sh.600578,close_price 低于 ma10
sh.516860,close_price 低于 ma10
sz.159122,ma10 低于 ma20
sh.530100,turnover_amount 低于阈值 20000000
sh.515560,close_price 低于 ma10
sh.561550,close_price 低于 ma10
sh.510510,close_price 低于 ma10
sz.159837,ma10 低于 ma20
sz.159828,close_price 低于 ma10
sz.300689,ma10 低于 ma20
sh.516730,close_price 低于 ma10
sh.588700,ma10 低于 ma20
sz.159918,turnover_amount 低于阈值 20000000
sh.510800,close_price 低于 ma10
sz.159692,close_price 低于 ma10
sz.301591,ma10 低于 ma20
sh.517030,close_price 低于 ma10
sh.562700,close_price 低于 ma10
sz.159866,close_price 低于 ma10
sz.301189,ma10 低于 ma20
sz.159877,ma10 低于 ma20
sz.159212,ma10 低于 ma20
sz.159619,turnover_amount 低于阈值 20000000
sz.002400,close_price 低于 ma10
sh.560650,turnover_amount 低于阈值 20000000
sz.159841,close_price 低于 ma10
sh.512170,close_price 低于 ma10
sh.515090,ma10 低于 ma20
sh.563350,ma10 低于 ma20
sz.159606,close_price 低于 ma10
sz.159791,close_price 低于 ma10
sz.159907,turnover_amount 低于阈值 20000000
sh.510050,close_price 低于 ma10
sz.159849,ma10 低于 ma20
sh.516270,turnover_amount 低于阈值 20000000
sz.159516,close_price 低于 ma10
sh.563550,ma10 低于 ma20
sh.563630,turnover_amount 低于阈值 20000000
sh.512120,ma10 低于 ma20
sz.159118,close_price 低于 ma10
sh.517000,close_price 低于 ma10
sz.002285,ma10 低于 ma20
sh.588360,ma10 低于 ma20
sz.159891,ma10 低于 ma20
sz.159757,turnover_amount 低于阈值 20000000
sz.159780,ma10 低于 ma20
sh.515260,close_price 低于 ma10
sh.562530,close_price 低于 ma10
sh.563860,close_price 低于 ma10
sz.159797,ma10 低于 ma20
sz.159898,ma10 低于 ma20
sh.516610,ma10 低于 ma20
sh.560260,close_price 低于 ma10
sh.562050,ma10 低于 ma20
sz.159851,close_price 低于 ma10
sh.512250,ma10 低于 ma20
sh.560100,close_price 低于 ma10
sz.159872,ma10 低于 ma20
sz.159350,ma10 低于 ma20
sz.002829,close_price 低于 ma10
sz.159512,close_price 低于 ma10
sh.516200,close_price 低于 ma10
sz.159716,ma10 低于 ma20
sh.510090,ma10 低于 ma20
sh.510680,close_price 低于 ma10
sz.159901,ma10 低于 ma20
sh.510380,ma10 低于 ma20
sh.512770,close_price 低于 ma10
sh.512900,close_price 低于 ma10
sh.560780,close_price 低于 ma10
sz.159620,turnover_amount 低于阈值 20000000
sh.560550,turnover_amount 低于阈值 20000000
sz.159106,ma10 低于 ma20
sh.515010,close_price 低于 ma10
sh.515850,close_price 低于 ma10
sz.159520,close_price 低于 ma10
sh.510500,close_price 低于 ma10
sh.513170,close_price 低于 ma10
sh.516130,close_price 低于 ma10
sh.512750,close_price 低于 ma10
sh.512880,close_price 低于 ma10
sh.601187,ma10 低于 ma20
sh.516620,close_price 低于 ma10
sh.560090,close_price 低于 ma10
sh.562950,close_price 低于 ma10
sh.563670,close_price 低于 ma10
sh.688712,ma10 低于 ma20
sz.159835,ma10 低于 ma20
sh.510580,close_price 低于 ma10
sh.515360,close_price 低于 ma10
sh.589680,ma10 低于 ma20
sz.159655,close_price 低于 ma10
sz.159612,close_price 低于 ma10
sz.002551,ma10 低于 ma20
sh.561350,close_price 低于 ma10
sz.159261,ma10 低于 ma20
sz.159968,close_price 低于 ma10
sh.562810,close_price 低于 ma10
sz.159666,close_price 低于 ma10
sz.002879,close_price 低于 ma10
sz.000596,ma10 低于 ma20
sh.562590,close_price 低于 ma10
sz.159578,ma10 低于 ma20
sh.516100,close_price 低于 ma10
sh.560180,close_price 低于 ma10
sz.000042,ma10 低于 ma20
sh.588330,ma10 低于 ma20
sh.600186,close_price 低于 ma10
sz.300244,close_price 低于 ma10
sh.600968,close_price 低于 ma10
sz.159760,ma10 低于 ma20
sz.159295,turnover_amount 低于阈值 20000000
sh.510390,close_price 低于 ma10
sz.159618,turnover_amount 低于阈值 20000000
sz.001367,ma10 低于 ma20
sz.159533,turnover_amount 低于阈值 20000000
sh.603806,close_price 低于 ma10
sz.159576,ma10 低于 ma20
sh.511380,close_price 低于 ma10
sh.560030,close_price 低于 ma10
sz.159328,close_price 低于 ma10
sh.510130,close_price 低于 ma10
sh.603680,close_price 低于 ma10
sz.159299,close_price 低于 ma10
sz.159368,ma10 低于 ma20
sz.159657,ma10 低于 ma20
sz.159535,turnover_amount 低于阈值 20000000
sh.561980,close_price 低于 ma10
sh.588400,ma10 低于 ma20
sz.159562,close_price 低于 ma10
sh.588710,close_price 低于 ma10
sz.159519,close_price 低于 ma10
sh.515860,close_price 低于 ma10
sz.159678,turnover_amount 低于阈值 20000000
sz.159696,close_price 低于 ma10
sz.002456,ma10 低于 ma20
sh.517360,ma10 低于 ma20
sh.600098,close_price 低于 ma10
sh.603982,ma10 低于 ma20
sh.510770,close_price 低于 ma10
sh.561220,close_price 低于 ma10
sz.159521,turnover_amount 低于阈值 20000000
sh.561950,close_price 低于 ma10
sh.588380,ma10 低于 ma20
sz.300684,ma10 低于 ma20
sh.512190,ma10 低于 ma20
sh.513390,close_price 低于 ma10
sz.159501,close_price 低于 ma10
sz.159935,close_price 低于 ma10
sz.300644,close_price 低于 ma10
sh.563210,ma10 低于 ma20
sh.601099,close_price 低于 ma10
sh.603325,close_price 低于 ma10
sh.510550,close_price 低于 ma10
sh.512870,ma10 低于 ma20
sz.159706,ma10 低于 ma20
sh.603759,close_price 低于 ma10
sh.562070,close_price 低于 ma10
sz.159804,turnover_amount 低于阈值 20000000
sh.563380,close_price 低于 ma10
sh.588320,turnover_amount 低于阈值 20000000
sz.159211,ma10 低于 ma20
sh.510660,ma10 低于 ma20
sh.603367,ma10 低于 ma20
sz.159216,ma10 低于 ma20
sz.159603,ma10 低于 ma20
sz.159919,close_price 低于 ma10
sz.159555,turnover_amount 低于阈值 20000000
sh.588170,close_price 低于 ma10
sh.512700,close_price 低于 ma10
sh.512640,close_price 低于 ma10
sz.159226,close_price 低于 ma10
sh.589020,close_price 低于 ma10
sh.562310,ma10 低于 ma20
sz.159558,close_price 低于 ma10
sh.512670,close_price 低于 ma10
sh.517160,turnover_amount 低于阈值 20000000
sz.159586,ma10 低于 ma20
sz.159783,ma10 低于 ma20
sz.300522,ma10 低于 ma20
sz.159970,ma10 低于 ma20
sh.603366,ma10 低于 ma20
sz.159508,ma10 低于 ma20
sh.510320,close_price 低于 ma10
sh.510330,close_price 低于 ma10
sh.561000,close_price 低于 ma10
sh.603352,ma10 低于 ma20
sh.516830,ma10 低于 ma20
sh.510300,close_price 低于 ma10
sz.159602,ma10 低于 ma20
sh.515910,close_price 低于 ma10
sz.159510,turnover_amount 低于阈值 20000000
sz.159941,close_price 低于 ma10
sh.513290,close_price 低于 ma10
sh.510990,close_price 低于 ma10
sh.589000,ma10 低于 ma20
sh.515760,close_price 低于 ma10
sh.562870,close_price 低于 ma10
sz.159675,ma10 低于 ma20
sz.301237,close_price 低于 ma10
sh.563870,close_price 低于 ma10
sh.561910,ma10 低于 ma20
sh.515920,close_price 低于 ma10
sz.002723,ma10 低于 ma20
sh.512390,turnover_amount 低于阈值 20000000
sz.159975,ma10 低于 ma20
sh.603120,ma10 低于 ma20
sh.515320,close_price 低于 ma10
sz.159673,close_price 低于 ma10
sh.515160,turnover_amount 低于阈值 20000000
sh.589200,turnover_amount 低于阈值 20000000
sh.562390,ma10 低于 ma20
sh.589820,turnover_amount 低于阈值 20000000
sz.159752,turnover_amount 低于阈值 20000000
sz.159322,close_price 低于 ma10
sz.002371,close_price 低于 ma10
sh.561770,close_price 低于 ma10
sz.159293,turnover_amount 低于阈值 20000000
sz.159899,ma10 低于 ma20
sh.561310,close_price 低于 ma10
sz.159291,turnover_amount 低于阈值 20000000
sz.159292,turnover_amount 低于阈值 20000000
sz.399307,ma10 低于 ma20
sz.159656,ma10 低于 ma20
sh.560750,turnover_amount 低于阈值 20000000
sz.159147,ma10 低于 ma20
sh.600191,close_price 低于 ma10
sz.003002,close_price 低于 ma10
sz.159150,ma10 低于 ma20
sz.159713,close_price 低于 ma10
sz.301585,ma10 低于 ma20
sz.159691,close_price 低于 ma10
sh.588310,ma10 低于 ma20
sz.300572,close_price 低于 ma10
sh.517300,ma10 低于 ma20
sh.603031,close_price 低于 ma10
sh.588220,close_price 低于 ma10
sz.159509,ma10 低于 ma20
sh.589890,ma10 低于 ma20
sz.159659,close_price 低于 ma10
sz.159915,ma10 低于 ma20
sz.301277,ma10 低于 ma20
sh.588140,turnover_amount 低于阈值 20000000
sh.513110,close_price 低于 ma10
sz.159541,ma10 低于 ma20
sh.510710,close_price 低于 ma10
sh.562930,ma10 低于 ma20
sz.159925,close_price 低于 ma10
sh.510360,close_price 低于 ma10
sh.561600,close_price 低于 ma10
